id_acidente;id_veiculo;tipo_veiculo;sexo_condutor;idade_condutor;categoria_habilitacao;usa_cinto_seguranca;estado_alcoolizacao;escolaridade
D041302111;1;AU;M;40;SI;X;AA;5
D041302111;2;AU;M;46;SI;X;BR;3
D041302112;1;MO;X;SI;SI;X;BR;8
D041302113;1;MO;M;29;SI;X;BR;5
D041302113;2;AU;M;30;IN;X;BR;5
D041302114;1;ON;F;SI;SI;X;BR;8
D041302115;1;AU;M;74;SI;X;BR;3
D041302116;1;SI;X;SI;SI;X;BR;8
D041302117;1;CM;M;23;SI;X;BR;5
D041302118;1;MO;M;25;SI;X;BR;3
D041302118;2;AU;X;SI;SI;X;BR;8
D041302119;1;AU;M;35;SI;X;BR;8
D041302119;2;CM;F;35;SI;X;BR;7
D041302119;3;AU;M;42;SI;X;BR;8
D041302120;1;MO;M;26;SI;X;BR;5
D041302120;2;MO;X;SI;SI;X;BR;8
D041302121;1;MO;M;40;SI;X;BR;3
D041302121;2;BI;M;30;NE;X;BR;5
D041302122;1;MO;M;46;SI;X;BR;3
D041302122;2;AU;M;38;IN;X;BR;3
D041302123;1;MO;M;28;HA;X;BR;5
D041302123;2;CA;M;SI;SI;X;BR;8
D041302124;1;AU;F;50;SI;X;BR;3
D041302125;1;MO;M;19;SI;X;BR;5
D041302125;2;AU;M;36;SI;X;BR;5
D041302126;1;MO;M;31;SI;X;BR;2
D041302127;1;MO;M;49;SI;X;BR;3
D041302127;2;AU;M;42;SI;X;BR;5
D041302128;1;MO;M;20;SI;X;BR;4
D041302128;2;AU;F;20;SI;X;BR;5
D041302129;1;CM;M;30;SI;X;BR;5
D041302129;2;CM;M;28;HA;X;BR;5
D041302130;1;SI;F;SI;SI;X;BR;8
D041302131;1;AU;F;21;SI;X;BR;6
D041302131;2;CA;M;SI;SI;X;BR;8
D041302132;1;MO;M;23;SI;X;BR;7
D041302133;1;MO;M;23;IN;X;BR;3
D041302133;2;AU;M;67;SI;X;BR;3
D041302134;1;MO;M;22;SI;X;BR;5
D041302134;2;MO;X;SI;SI;X;BR;8
D041302135;1;MO;M;23;SI;X;BR;5
D041302135;2;AU;F;43;SI;X;BR;6
D041302136;1;MO;M;19;SI;X;BR;5
D041302136;2;CM;M;38;SI;X;BR;7
D041302137;1;MO;M;25;SI;X;BR;5
D041302137;2;AU;F;25;SI;X;BR;7
D041302138;1;AU;M;21;HA;X;BR;5
D041302139;1;SI;X;SI;SI;X;BR;8
D041302140;1;MO;M;54;SI;X;BR;8
D041302141;1;ON;M;44;HA;X;BR;3
D041302141;2;MO;M;39;SI;X;BR;3
D041302142;1;CM;M;SI;SI;X;BR;8
D041302142;2;BI;M;23;NE;X;BR;4
D041302143;1;MO;M;25;SI;X;BR;3
D041302143;2;SI;X;SI;SI;X;BR;8
D041302144;1;AU;M;25;IN;X;BR;5
D041302145;1;MO;M;26;SI;X;BR;5
D041302145;2;CM;F;SI;SI;X;BR;8
D041302146;1;CM;X;SI;SI;X;BR;8
D041302146;2;MO;M;17;IN;X;BR;5
D041302147;1;MO;M;19;SI;X;BR;5
D041302147;2;CM;M;SI;SI;X;BR;8
D041302148;1;MO;M;17;IN;X;BR;2
D041302149;1;ON;M;34;SI;X;BR;5
D041302150;1;ON;X;SI;SI;X;BR;8
D041302151;1;CM;M;58;HA;X;BR;5
D041302152;1;MO;M;32;SI;X;BR;5
D041302153;1;CM;M;47;SI;X;BR;6
D041302154;1;MO;X;SI;SI;X;BR;8
D041302155;1;MO;M;26;SI;X;BR;5
D041302155;2;CM;F;SI;SI;X;BR;8
D041302156;1;AU;X;SI;SI;X;BR;8
D041302157;1;AU;F;25;SI;X;BR;7
D041302157;2;AU;M;29;SI;X;BR;5
D041302158;1;MO;M;47;SI;X;BR;5
D041302158;2;MO;M;25;SI;X;BR;8
D041302159;1;MO;M;31;SI;X;BR;5
D041302159;2;AU;F;49;SI;X;BR;8
D041302160;1;MO;M;31;SI;X;BR;7
D041302161;1;AU;M;48;SI;X;BR;3
D041302162;1;MO;M;34;SI;X;BR;3
D041302162;2;CM;M;26;SI;X;BR;4
D041302164;1;AU;M;34;SI;X;BR;5
D041302165;1;MO;M;20;SI;X;BR;3
D041302165;2;AU;M;20;SI;X;BR;3
D041302166;1;CA;X;SI;SI;X;BR;8
D041302167;1;CM;M;30;SI;X;AA;5
D041302168;1;AU;F;35;SI;X;BR;7
D041302169;1;MO;M;SI;SI;X;BR;8
D041302169;2;MO;M;36;SI;X;BR;8
D041302170;1;SI;X;SI;SI;X;BR;8
D041302171;1;MO;M;21;SI;X;BR;5
D041302171;2;AU;M;50;SI;X;BR;5
D041302172;1;MO;M;16;IN;X;BR;3
D041302173;1;AU;M;30;SI;X;BR;5
D041302173;2;CM;M;38;SI;X;BR;4
D041302174;1;CM;F;32;SI;X;BR;5
D041302175;1;MO;M;39;HA;X;BR;3
D041302175;2;AU;M;31;SI;X;BR;7
D041302176;1;AU;M;SI;SI;X;BR;3
D041302177;1;MO;M;40;SI;X;BR;3
D041302177;2;AU;M;47;SI;X;BR;7
D041302178;1;AU;M;23;SI;X;AA;5
D041302179;1;AU;M;62;SI;X;BR;2
D041302180;1;AU;M;55;SI;X;BR;3
D041302181;1;MO;M;39;SI;X;BR;3
D041302182;1;MO;M;24;SI;X;BR;5
D041302183;1;AU;M;20;SI;X;BR;3
D041302183;2;AU;M;SI;SI;X;BR;8
D041302184;1;AU;M;SI;SI;X;BR;8
D041302185;1;BI;M;45;NE;X;BR;2
D041302186;1;MO;M;SI;SI;X;BR;8
D041302186;2;AU;M;34;SI;X;BR;8
D041302187;1;ON;M;55;SI;X;BR;3
D041302188;1;AU;M;26;SI;X;BR;3
D041302188;2;AU;X;SI;SI;X;BR;8
D041302189;1;MO;M;40;SI;X;BR;8
D041302189;2;AU;X;SI;SI;X;BR;8
D041302190;1;MO;M;51;SI;X;BR;7
D041302190;2;AU;X;SI;SI;X;BR;8
D041302191;1;MO;M;20;SI;X;BR;5
D041302191;2;AU;M;49;SI;X;BR;3
D041302192;1;MO;M;21;SI;X;BR;3
D041302192;2;AU;M;26;SI;X;BR;5
D041302193;1;BI;M;36;NE;X;BR;2
D041302193;2;CA;M;46;SI;X;BR;3
D041302195;1;AU;M;37;SI;X;BR;7
D041302196;1;ON;M;47;SI;X;BR;3
D041302197;1;MO;M;SI;SI;X;BR;8
D041302198;1;AU;M;21;SI;X;BR;6
D041302199;1;AU;M;85;SI;X;BR;2
D041302199;2;ON;M;47;SI;X;BR;2
D041302200;1;ON;X;SI;SI;X;BR;8
D041302201;1;ON;M;37;SI;X;BR;5
D041302202;1;AU;M;35;SI;N;BR;7
D041302203;1;MO;M;36;SI;X;AA;2
D041302203;2;CA;M;32;SI;X;BR;5
D041302203;3;ON;M;31;SI;X;BR;2
D041302204;1;SI;X;SI;SI;X;BR;8
D041302206;1;AU;M;32;SI;X;BR;5
D041302207;1;MO;M;45;SI;X;BR;7
D041302207;2;AU;M;31;SI;X;BR;8
D041302207;3;CA;M;40;SI;X;BR;3
D041302208;1;MO;M;24;SI;X;BR;5
D041302209;1;SI;X;SI;SI;X;BR;8
D041302210;1;ON;M;37;SI;X;BR;3
D041302211;1;ON;M;24;SI;X;BR;5
D041302212;1;MO;M;24;SI;X;BR;3
D041302213;1;AU;M;28;SI;X;AA;3
D041302214;1;SI;X;SI;SI;X;BR;8
D041302215;1;MO;M;23;SI;X;BR;5
D041302216;1;MO;M;32;SI;X;BR;5
D041302216;2;AU;M;62;SI;X;BR;3
D041302217;1;SI;X;SI;SI;X;BR;8
D041302218;1;AU;M;31;SI;X;BR;3
D041302219;1;ON;M;64;SI;X;BR;3
D041302220;1;AU;X;SI;SI;X;BR;8
D041302221;1;AU;M;27;SI;X;AA;8
D041302222;1;AU;M;31;SI;X;BR;5
D041302223;1;CA;M;36;SI;X;BR;5
D041302224;1;MO;M;29;HA;X;BR;3
D041302224;2;AU;F;42;HA;X;BR;5
D041302225;1;MO;M;24;SI;X;BR;3
D041302226;1;AU;M;22;SI;X;BR;6
D041302227;1;MO;M;28;HA;X;BR;5
D041302227;2;CA;M;29;HA;X;BR;2
D041302228;1;AU;F;21;SI;X;BR;5
D041302228;2;AU;F;46;SI;X;BR;5
D041302229;1;AU;F;37;SI;X;BR;7
D041302230;1;AU;M;59;SI;X;BR;3
D041302231;1;MO;M;35;SI;X;BR;3
D041302231;2;AU;M;38;SI;X;BR;5
D041302232;1;AU;M;42;SI;X;AA;3
D041302233;1;MO;M;25;SI;X;BR;5
D041302234;1;MO;M;19;HA;X;BR;5
D041302234;2;AU;M;42;HA;X;BR;5
D041302234;3;AU;X;SI;SI;X;BR;8
D041302235;1;AU;F;88;SI;X;BR;2
D041302235;2;AU;M;65;SI;X;BR;7
D041302236;1;AU;M;17;IN;X;BR;3
D041302237;1;MO;M;34;SI;X;BR;5
D041302237;2;AU;M;44;SI;X;BR;5
D041302238;1;ON;M;44;SI;X;BR;5
D041302239;1;AU;M;61;SI;X;BR;5
D041302240;1;MO;M;22;SI;X;BR;2
D041302241;1;MO;M;SI;SI;X;BR;8
D041302242;1;CA;X;SI;SI;X;BR;8
D041302243;1;ON;M;35;SI;X;BR;3
D041302244;1;MO;M;19;IN;X;BR;4
D041302245;1;MO;M;22;SI;X;BR;5
D041302245;2;AU;F;64;SI;X;BR;5
D041302245;3;AU;M;52;SI;X;BR;5
D041302246;1;CA;X;SI;SI;X;BR;8
D041302247;1;AU;M;33;HA;X;BR;5
D041302248;1;MO;M;42;SI;X;BR;5
D041302249;1;MO;M;24;SI;X;BR;2
D041302249;2;AU;F;50;IN;X;BR;7
D041302250;1;CA;M;35;IN;X;BR;4
D041302251;1;AU;X;SI;SI;X;BR;8
D041302251;2;ON;M;60;SI;X;BR;3
D041302252;1;MO;M;20;SI;X;BR;5
D041302253;1;AU;M;32;SI;X;BR;3
D041302254;1;MO;M;39;SI;X;BR;6
D041302254;2;CA;M;32;SI;X;BR;3
D041302254;3;AU;X;SI;SI;X;BR;8
D041302255;1;BI;M;50;NE;X;BR;2
D041302255;2;ON;M;28;SI;X;BR;5
D041302256;1;MO;M;21;SI;X;BR;5
D041302257;1;AU;M;49;IN;X;BR;2
D041302257;2;AU;X;SI;SI;X;BR;8
D041302258;1;AU;M;29;SI;X;BR;3
D041302259;1;MO;M;29;SI;X;BR;3
D041302260;1;MO;M;35;SI;X;BR;6
D041302261;1;ON;M;24;SI;X;BR;5
D041302262;1;AU;M;19;SI;X;BR;2
D041302263;1;AU;M;35;SI;X;BR;5
D041302264;1;MO;M;41;SI;X;BR;2
D041302264;2;AU;X;SI;SI;X;BR;8
D041302265;1;AU;M;18;SI;X;BR;3
D041302265;2;AU;M;40;SI;X;BR;8
D041302267;1;MO;M;17;IN;X;BR;3
D041302267;2;AU;X;SI;SI;X;BR;8
D041302268;1;MO;M;36;SI;X;BR;5
D041302269;1;AU;M;16;IN;X;BR;4
D041302270;1;MO;M;24;SI;X;BR;7
D041302270;2;CA;M;46;SI;X;BR;5
D041302271;1;SI;X;SI;SI;X;BR;8
D041302272;1;BI;M;53;NE;X;BR;5
D041302273;1;AU;M;60;SI;X;BR;6
D041302273;2;AU;F;31;SI;X;BR;7
D041302273;3;AU;M;38;SI;X;BR;8
D041302273;4;AU;M;40;SI;X;BR;3
D041302274;1;AU;M;79;SI;X;BR;5
D041302274;2;AU;F;54;SI;X;BR;7
D041302275;1;SI;X;SI;SI;X;BR;8
D041302276;1;ON;M;31;SI;X;BR;5
D041302277;1;MO;M;33;SI;X;BR;3
D041302278;1;AU;M;27;SI;X;BR;5
D041302279;1;MO;M;32;SI;X;BR;2
D041302280;1;MO;M;19;SI;X;BR;3
D041302280;2;MO;X;SI;SI;X;BR;8
D051300001;1;MO;M;56;SI;X;BR;5
D051300001;2;AU;F;SI;SI;X;BR;8
D051300002;1;MO;M;25;SI;X;BR;5
D051300002;2;AU;M;51;SI;X;BR;8
D051300003;1;MO;M;29;SI;X;BR;5
D051300003;2;AU;M;39;SI;X;BR;8
D051300004;1;AU;M;45;SI;X;BR;8
D051300004;2;CA;M;31;SI;X;BR;4
D051300005;1;MO;F;29;SI;X;BR;3
D051300005;2;AU;F;39;SI;X;BR;7
D051300008;1;BI;M;28;NE;X;BR;3
D051300008;2;AU;M;28;NE;X;BR;3
D051300009;1;AU;F;30;SI;X;BR;5
D051300010;1;AU;M;43;SI;X;BR;4
D051300010;2;AU;X;SI;SI;X;BR;8
D051300011;1;AU;M;29;SI;X;BR;6
D051300012;1;MO;M;37;SI;X;BR;2
D051300013;1;CM;M;56;SI;X;BR;4
D051300014;1;AU;M;61;SI;X;BR;3
D051300015;1;MO;F;27;SI;X;BR;5
D051300015;2;AU;F;21;SI;X;BR;5
D051300016;1;MO;M;32;SI;X;BR;5
D051300017;1;MO;M;26;SI;X;BR;5
D051300017;2;AU;M;60;SI;X;BR;7
D051300017;3;AU;M;18;SI;X;BR;6
D051300018;1;MO;M;31;SI;X;BR;5
D051300018;2;AU;M;27;SI;X;BR;7
D051300019;1;AU;M;22;SI;X;BR;6
D051300020;1;AU;M;50;SI;X;BR;5
D051300021;1;MO;M;29;SI;X;BR;5
D051300022;1;AU;M;28;SI;X;BR;3
D051300023;1;MO;M;37;SI;X;BR;3
D051300024;1;MO;M;29;SI;X;BR;5
D051300024;2;AU;M;44;SI;X;BR;7
D051300025;1;OU;M;41;HA;X;BR;5
D051300026;1;MO;M;24;SI;X;BR;5
D051300027;1;MO;M;28;HA;X;BR;2
D051300027;2;AU;M;69;HA;X;BR;2
D051300027;3;AU;M;31;HA;X;BR;5
D051300028;1;MO;M;47;SI;X;BR;5
D051300028;2;AU;M;SI;SI;X;BR;8
D051300029;1;MO;M;44;SI;X;BR;5
D051300029;2;AU;X;SI;SI;X;BR;8
D051300031;1;MO;M;SI;SI;X;BR;8
D051300032;1;CM;M;33;SI;X;BR;7
D051300032;2;MO;M;29;SI;X;BR;3
D051300033;1;AU;M;52;SI;X;BR;6
D051300033;2;MO;M;34;SI;X;BR;5
D051300034;1;MO;M;46;SI;X;BR;8
D051300034;2;CM;M;31;SI;X;BR;5
D051300035;1;AU;M;41;SI;X;BR;5
D051300035;2;MO;M;32;SI;X;BR;5
D051300037;1;AU;M;22;SI;X;BR;5
D051300037;2;AU;M;34;SI;X;BR;6
D051300038;1;MO;M;36;SI;X;BR;5
D051300038;2;MO;M;48;SI;X;BR;8
D051300039;1;AU;M;35;SI;X;BR;2
D051300039;2;MO;M;44;SI;X;BR;3
D051300040;1;MO;M;27;SI;X;BR;8
D051300041;1;CM;M;44;SI;X;BR;5
D051300041;2;MO;M;52;SI;X;BR;8
D051300042;1;MO;M;30;SI;X;BR;5
D051300042;2;AU;M;26;SI;X;BR;5
D051300043;1;MO;M;32;SI;X;BR;5
D051300043;2;MO;M;24;SI;X;BR;5
D051300044;1;MO;M;36;SI;X;BR;5
D051300045;1;MO;M;24;SI;X;BR;7
D051300045;2;MO;M;40;SI;X;BR;5
D051300046;1;AU;M;SI;SI;X;BR;8
D051300047;1;AU;M;20;SI;X;BR;5
D051300048;1;MO;M;41;SI;X;BR;6
D051300048;2;AU;X;SI;SI;X;BR;8
D051300049;1;MO;M;34;SI;X;BR;5
D051300050;1;MO;M;25;SI;X;BR;5
D051300050;2;CO;M;47;SI;X;BR;8
D051300050;3;MO;M;24;SI;X;BR;5
D051300051;1;OU;M;46;SI;X;BR;3
D051300052;1;CM;M;58;SI;X;BR;3
D051300052;2;MO;M;25;SI;X;BR;7
D051300053;1;MO;M;28;SI;X;BR;3
D051300054;1;AU;M;25;SI;X;BR;5
D051300054;2;MO;M;25;SI;X;BR;5
D051300055;1;CM;M;45;SI;X;BR;8
D051300056;1;AU;M;49;SI;X;BR;8
D051300056;2;MO;M;64;SI;X;BR;8
D051300057;1;CA;M;52;SI;X;BR;2
D051300057;2;MO;M;30;SI;X;BR;5
D051300058;1;AU;F;36;SI;X;BR;5
D051300059;1;AU;M;30;SI;X;BR;6
D051300059;2;AU;F;SI;SI;X;BR;8
D051300060;1;AU;M;SI;SI;X;BR;8
D051300060;2;BI;M;30;NE;X;BR;7
D051300061;1;AU;M;36;SI;X;BR;7
D051300061;2;AU;M;36;SI;X;BR;7
D051300062;1;OU;M;47;HA;X;BR;8
D051300064;1;AU;M;52;SI;X;BR;3
D051300065;1;ON;M;53;SI;X;BR;2
D051300066;1;SI;X;SI;SI;X;BR;8
D051300067;1;AU;M;21;SI;X;BR;6
D051300068;1;SI;X;SI;SI;X;BR;8
D051300069;1;CM;M;42;SI;X;BR;7
D051300070;1;SI;X;SI;SI;X;BR;8
D051300071;1;ON;M;38;SI;X;BR;5
D051300072;1;MO;M;35;SI;X;BR;8
D051300072;2;AU;M;36;SI;X;BR;8
D051300073;1;MO;M;59;SI;X;BR;7
D051300074;1;MO;M;57;SI;X;BR;5
D051300074;2;AU;M;51;SI;X;BR;3
D051300075;1;AU;M;67;SI;X;BR;5
D051300077;1;MO;M;48;HA;X;BR;3
D051300077;2;AU;M;19;HA;X;BR;5
D051300078;1;AU;M;33;SI;X;BR;7
D051300078;2;OU;M;50;HA;X;BR;3
D051300079;1;MO;M;40;SI;X;BR;3
D051300079;2;AU;M;53;SI;X;BR;3
D051300080;1;AU;M;37;SI;X;BR;5
D051300080;2;AU;X;SI;SI;X;BR;8
D051300081;1;MO;M;43;SI;X;BR;3
D051300082;1;MO;M;22;SI;X;BR;3
D051300082;2;AU;M;35;SI;X;BR;7
D051300083;1;AU;M;SI;SI;X;BR;8
D051300083;2;AU;M;30;SI;X;BR;5
D051300084;1;MO;M;35;SI;X;BR;8
D051300084;2;ON;M;34;SI;X;BR;3
D051300085;1;MO;M;46;SI;X;BR;8
D051300085;2;AU;F;60;SI;X;BR;7
D051300086;1;MO;M;21;SI;X;BR;5
D051300087;1;OU;M;47;HA;X;BR;2
D051300088;1;MO;M;25;SI;X;BR;5
D051300088;2;AU;M;46;SI;X;BR;5
D051300089;1;AU;M;60;SI;X;BR;8
D051300089;2;AU;M;24;SI;X;BR;5
D051300090;1;MO;F;24;SI;X;BR;5
D051300090;2;AU;M;41;SI;X;BR;7
D051300091;1;AU;M;36;IN;X;BR;7
D051300092;1;AU;M;22;SI;X;BR;5
D051300093;1;AU;M;40;SI;X;BR;7
D051300094;1;AU;X;SI;SI;X;BR;8
D051300095;1;MO;M;31;SI;X;BR;3
D051300095;2;AU;M;44;SI;X;BR;5
D051300096;1;AU;F;SI;SI;X;BR;8
D051300097;1;OU;M;32;SI;X;BR;3
D051300098;1;AU;M;26;SI;X;BR;8
D051300099;1;AU;M;22;SI;X;BR;5
D051300100;1;MO;M;34;SI;X;BR;5
D051300101;1;MO;M;32;SI;X;BR;3
D051300101;2;MO;M;32;SI;X;BR;8
D051300102;1;MO;M;29;SI;X;BR;5
D051300102;2;AU;M;56;SI;X;BR;3
D051300102;3;AU;M;52;SI;X;BR;7
D051300103;1;MO;M;37;SI;X;BR;7
D051300103;2;AU;M;37;SI;X;BR;7
D051300103;3;AU;M;40;SI;X;BR;7
D051300104;1;MO;M;40;SI;X;BR;5
D051300104;2;MO;M;55;SI;X;BR;5
D051300104;3;AU;M;26;SI;X;BR;8
D051300105;1;MO;M;26;SI;X;BR;7
D051300105;2;AU;M;48;SI;X;BR;7
D051300106;1;MO;M;56;SI;X;BR;7
D051300107;1;OU;M;32;HA;X;BR;5
D051300108;1;AU;X;SI;SI;X;BR;8
D051300109;1;MO;M;52;SI;X;BR;7
D051300109;2;CM;M;48;SI;X;BR;5
D051300110;1;AU;X;32;HA;X;BR;7
D051300111;1;MO;M;41;SI;X;BR;7
D051300111;2;CM;M;40;SI;X;BR;7
D051300112;1;AU;M;32;SI;X;BR;5
D051300113;1;AU;M;51;SI;X;BR;7
D051300114;1;AU;M;24;SI;X;BR;3
D051300115;1;AU;M;64;SI;X;BR;3
D051300116;1;MO;M;26;SI;X;BR;5
D051300116;2;CA;M;SI;SI;X;BR;8
D051300118;1;AU;M;59;SI;X;BR;7
D051300119;1;MO;M;22;SI;X;BR;5
D051300119;2;AU;X;SI;SI;X;BR;8
D051300120;1;MO;M;41;SI;X;BR;8
D051300120;2;AU;F;22;SI;X;BR;5
D051300121;1;MO;M;24;SI;X;BR;5
D051300121;2;AU;F;36;SI;X;BR;7
D051300122;1;MO;M;20;SI;X;BR;3
D051300122;2;AU;F;29;SI;X;BR;6
D051300124;1;MO;M;35;SI;X;BR;8
D051300125;1;AU;F;37;SI;X;BR;5
D051300125;2;AU;M;35;SI;X;BR;5
D051300127;1;MO;M;47;SI;X;BR;5
D051300127;2;AU;M;SI;SI;X;BR;8
D051300128;1;ON;M;30;HA;X;BR;7
D051300129;1;MO;M;31;SI;X;BR;7
D051300129;2;AU;M;41;SI;X;BR;7
D051300130;1;MO;M;42;SI;X;BR;5
D051300130;2;MO;M;40;SI;X;BR;7
D051300131;1;AU;M;46;SI;X;BR;5
D051300132;1;AU;M;28;SI;X;BR;6
D051300133;1;MO;M;19;SI;X;BR;3
D051300133;2;AU;M;31;SI;X;BR;5
D051300134;1;MO;M;36;SI;X;BR;5
D051300134;2;AU;F;26;SI;X;BR;7
D051300134;3;CM;M;54;SI;X;BR;7
D051300135;1;MO;M;32;SI;X;BR;8
D051300135;2;AU;X;SI;SI;X;BR;8
D051300136;1;AU;F;34;SI;X;BR;8
D051300137;1;MO;M;26;SI;X;BR;6
D051300137;2;AU;X;SI;SI;X;BR;8
D051300138;1;MO;M;26;IN;X;BR;3
D051300138;2;AU;M;23;HA;X;BR;3
D051300139;1;MO;M;38;SI;X;BR;5
D051300139;2;AU;F;34;SI;X;BR;7
D051300142;1;MO;M;39;SI;X;BR;8
D051300142;2;SI;X;SI;SI;X;BR;8
D051300143;1;MO;M;29;SI;X;BR;5
D051300143;2;AU;M;65;SI;X;BR;7
D051300144;1;MO;M;38;SI;X;BR;3
D051300144;2;AU;M;34;SI;X;BR;3
D051300145;1;AU;M;33;SI;X;BR;8
D051300145;2;AU;M;32;SI;X;BR;8
D051300146;1;AU;F;30;SI;X;BR;7
D051300147;1;MO;M;39;SI;X;BR;2
D051300148;1;MO;M;48;SI;X;BR;3
D051300149;1;MO;M;29;SI;X;BR;5
D051300149;2;AU;F;42;SI;X;BR;7
D051300150;1;MO;M;22;SI;X;BR;3
D051300151;1;MO;M;30;SI;X;BR;5
D051300151;2;MO;M;39;SI;X;BR;7
D051300152;1;MO;M;32;SI;X;BR;3
D051300152;2;AU;M;21;SI;X;BR;5
D051300153;1;BI;M;SI;NE;X;BR;8
D051300154;1;SI;X;SI;SI;X;BR;8
D051300155;1;MO;M;40;SI;X;BR;5
D051300155;2;AU;M;23;SI;X;BR;7
D051300156;1;MO;M;42;SI;X;BR;5
D051300156;2;SI;X;SI;SI;X;BR;8
D051300157;1;MO;M;26;SI;X;BR;3
D051300158;1;MO;M;24;SI;X;BR;3
D051300158;2;SI;X;SI;SI;X;BR;8
D051300160;1;AU;M;92;SI;X;BR;7
D051300161;1;AU;M;61;SI;X;BR;7
D051300162;1;AU;F;SI;SI;X;BR;8
D051300162;2;OU;M;39;HA;X;BR;3
D051300163;1;MO;M;31;SI;X;BR;2
D051300163;2;AU;M;53;SI;X;BR;8
D051300164;1;MO;M;25;SI;X;BR;5
D051300165;1;CM;M;43;SI;X;BR;5
D051300165;2;MO;M;39;SI;X;BR;3
D051300166;1;AU;M;SI;SI;X;BR;8
D051300166;2;AU;F;17;IN;X;BR;5
D051300167;1;AU;F;SI;SI;X;BR;8
D051300167;2;MO;M;24;SI;X;BR;7
D051300168;1;AU;M;31;SI;X;BR;8
D051300169;1;AU;F;43;SI;X;BR;7
D051300170;1;AU;F;52;SI;X;BR;7
D051300170;2;MO;M;32;SI;X;BR;3
D051300171;1;AU;M;30;SI;X;BR;3
D051300172;1;MO;M;44;SI;X;BR;7
D051300173;1;AU;M;26;SI;X;BR;5
D051300174;1;MO;M;28;SI;X;BR;8
D051300174;2;MO;M;22;SI;X;BR;2
D051300176;1;AU;M;57;SI;X;BR;8
D051300176;2;MO;M;23;SI;X;BR;3
D051300177;1;AU;M;31;SI;X;BR;7
D051300177;2;MO;M;28;IN;X;BR;5
D051300178;1;MO;M;25;SI;X;BR;8
D051300178;2;MO;M;24;SI;X;BR;5
D051300179;1;AU;M;30;SI;X;BR;5
D051300180;1;AU;M;40;SI;X;BR;5
D051300181;1;AU;F;37;SI;X;BR;5
D051300182;1;AU;M;50;SI;X;BR;5
D051300182;2;AU;F;29;SI;X;BR;7
D051300182;3;AU;M;47;SI;X;BR;7
D051300183;1;ON;X;SI;SI;X;BR;8
D051300185;1;AU;M;69;SI;X;BR;7
D051300185;2;MO;M;36;SI;X;BR;5
D051300186;1;AU;M;29;SI;X;BR;5
D051300188;1;AU;F;34;SI;X;BR;5
D051300189;1;AU;F;SI;SI;X;BR;3
D051300189;2;MO;M;31;SI;X;BR;3
D051300190;1;AU;M;37;SI;X;BR;5
D051300190;2;MO;M;31;SI;X;BR;3
D051300191;1;AU;M;49;SI;X;BR;2
D051300191;2;MO;M;28;SI;X;BR;6
D051300192;1;AU;M;56;SI;X;BR;7
D051300192;2;MO;M;34;SI;X;BR;5
D051300193;1;AU;M;29;SI;X;BR;8
D051300193;2;OU;M;34;SI;X;BR;5
D051300194;1;AU;F;33;SI;X;BR;7
D051300194;2;MO;M;25;SI;X;BR;3
D051300195;1;CM;M;52;SI;X;BR;5
D051300195;2;MO;M;24;SI;X;BR;3
D051300196;1;AU;F;SI;SI;X;BR;8
D051300196;2;MO;M;21;SI;X;BR;7
D051300197;1;MO;F;53;SI;X;BR;7
D051300198;1;AU;M;82;SI;X;BR;3
D051300199;1;AU;M;66;SI;X;BR;3
D051300199;2;MO;M;54;IN;X;BR;5
D051300200;1;CM;M;50;SI;X;BR;5
D051300200;2;AU;M;23;SI;X;BR;5
D051300201;1;AU;M;37;SI;X;BR;5
D051300201;2;MO;M;23;SI;X;BR;4
D051300202;1;MC;M;55;SI;X;BR;5
D051300203;1;AU;F;41;SI;X;BR;7
D051300204;1;AU;F;45;SI;X;BR;8
D051300204;2;MO;M;34;SI;X;BR;3
D051300205;1;MO;F;35;SI;X;BR;5
D051300206;1;MO;M;26;SI;X;BR;3
D051300207;1;AU;M;29;SI;X;BR;8
D051300209;1;AU;M;56;SI;X;BR;5
D051300210;1;AU;M;62;SI;X;BR;3
D051300210;2;AU;X;SI;SI;X;BR;8
D051300211;1;ON;M;41;SI;X;BR;3
D051300212;1;MO;M;28;HA;X;BR;8
D051300213;1;MO;M;27;SI;X;BR;3
D051300213;2;AU;M;66;SI;X;BR;7
D051300214;1;MO;M;32;SI;X;BR;5
D051300214;2;AU;M;31;SI;X;BR;5
D051300215;1;OU;M;39;HA;X;BR;8
D051300216;1;OU;M;30;HA;X;BR;5
D051300217;1;MO;M;43;HA;X;BR;5
D051300219;1;AU;M;45;SI;X;BR;5
D051300220;1;MO;M;23;SI;X;BR;7
D051300220;2;CM;M;30;SI;X;BR;5
D051300222;1;CM;M;53;HA;X;BR;5
D051300223;1;MO;M;19;HA;X;BR;5
D051300224;1;MO;M;30;SI;X;BR;7
D051300225;1;CM;M;54;SI;X;BR;8
D051300226;1;MO;M;28;SI;X;BR;3
D051300227;1;AU;F;22;SI;X;BR;5
D051300227;2;AU;M;35;SI;X;BR;5
D051300228;1;AU;M;33;SI;X;BR;7
D051300228;2;AU;M;50;SI;X;BR;5
D051300229;1;AU;M;19;IN;X;BR;8
D051300230;1;CM;X;SI;SI;X;BR;8
D051300231;1;MO;M;31;SI;X;BR;8
D051300231;2;AU;M;34;SI;X;BR;3
D051300232;1;AU;F;31;SI;X;BR;7
D051300232;2;AU;M;45;SI;X;SA;7
D051300233;1;AU;F;73;SI;X;BR;3
